date,ticker,delta,tenor,implied_vol
2025-07-14,SX7P Index,50,1Y,0.170933
2025-07-15,SX7P Index,50,1Y,0.174079
2025-07-16,SX7P Index,50,1Y,0.180964
2025-07-17,SX7P Index,50,1Y,0.176282
2025-07-18,SX7P Index,50,1Y,0.176286
2025-07-21,SX7P Index,50,1Y,0.173684
2025-07-22,SX7P Index,50,1Y,0.181918
2025-07-23,SX7P Index,50,1Y,0.17687
2025-07-24,SX7P Index,50,1Y,0.177229
2025-07-25,SX7P Index,50,1Y,0.175747
2025-07-28,SX7P Index,50,1Y,0.182569
2025-07-29,SX7P Index,50,1Y,0.180831
2025-07-30,SX7P Index,50,1Y,0.17234
2025-07-31,SX7P Index,50,1Y,0.18692
2025-08-01,SX7P Index,50,1Y,0.178919
2025-08-04,SX7P Index,50,1Y,0.186044
2025-08-05,SX7P Index,50,1Y,0.188366
2025-08-06,SX7P Index,50,1Y,0.194228
2025-08-07,SX7P Index,50,1Y,0.190145
2025-08-08,SX7P Index,50,1Y,0.186936
2025-08-11,SX7P Index,50,1Y,0.190681
2025-08-12,SX7P Index,50,1Y,0.185345
2025-08-13,SX7P Index,50,1Y,0.199601
2025-08-14,SX7P Index,50,1Y,0.19691
2025-08-15,SX7P Index,50,1Y,0.199859
2025-08-18,SX7P Index,50,1Y,0.194339
2025-08-19,SX7P Index,50,1Y,0.187794
2025-08-20,SX7P Index,50,1Y,0.202045
2025-08-21,SX7P Index,50,1Y,0.198167
2025-08-22,SX7P Index,50,1Y,0.204577
2025-08-25,SX7P Index,50,1Y,0.202096
2025-08-26,SX7P Index,50,1Y,0.203803
2025-08-27,SX7P Index,50,1Y,0.202774
2025-08-28,SX7P Index,50,1Y,0.195667
2025-08-29,SX7P Index,50,1Y,0.20896
2025-09-01,SX7P Index,50,1Y,0.202393
2025-09-02,SX7P Index,50,1Y,0.20466
2025-09-03,SX7P Index,50,1Y,0.218311
2025-09-04,SX7P Index,50,1Y,0.215307
2025-09-05,SX7P Index,50,1Y,0.210574
2025-09-08,SX7P Index,50,1Y,0.200067
2025-09-09,SX7P Index,50,1Y,0.211205
2025-09-10,SX7P Index,50,1Y,0.213998
2025-09-11,SX7P Index,50,1Y,0.213907
2025-09-12,SX7P Index,50,1Y,0.210209
2025-09-15,SX7P Index,50,1Y,0.212514
2025-09-16,SX7P Index,50,1Y,0.208719
2025-09-17,SX7P Index,50,1Y,0.2185
2025-09-18,SX7P Index,50,1Y,0.221701
2025-09-19,SX7P Index,50,1Y,0.225219
2025-09-22,SX7P Index,50,1Y,0.218696
2025-09-23,SX7P Index,50,1Y,0.223722
2025-09-24,SX7P Index,50,1Y,0.225989
2025-09-25,SX7P Index,50,1Y,0.222628
2025-09-26,SX7P Index,50,1Y,0.225389
2025-09-29,SX7P Index,50,1Y,0.233257
2025-09-30,SX7P Index,50,1Y,0.223677
2025-10-01,SX7P Index,50,1Y,0.229356
2025-10-02,SX7P Index,50,1Y,0.226405
2025-10-03,SX7P Index,50,1Y,0.22787
2025-10-06,SX7P Index,50,1Y,0.221606
2025-10-07,SX7P Index,50,1Y,0.228046
2025-10-08,SX7P Index,50,1Y,0.23476
2025-10-09,SX7P Index,50,1Y,0.237763
2025-10-10,SX7P Index,50,1Y,0.237838
2025-10-13,SX7P Index,50,1Y,0.233735
2025-10-14,SX7P Index,50,1Y,0.234316
2025-10-15,SX7P Index,50,1Y,0.236258
2025-10-16,SX7P Index,50,1Y,0.234421
2025-10-17,SX7P Index,50,1Y,0.236962
2025-10-20,SX7P Index,50,1Y,0.23233
2025-10-21,SX7P Index,50,1Y,0.241455
2025-10-22,SX7P Index,50,1Y,0.229545
2025-10-23,SX7P Index,50,1Y,0.226871
2025-10-24,SX7P Index,50,1Y,0.231582
2025-10-27,SX7P Index,50,1Y,0.228841
2025-10-28,SX7P Index,50,1Y,0.234314
2025-10-29,SX7P Index,50,1Y,0.238564
2025-10-30,SX7P Index,50,1Y,0.228903
2025-10-31,SX7P Index,50,1Y,0.234166
2025-11-03,SX7P Index,50,1Y,0.237169
2025-11-04,SX7P Index,50,1Y,0.240379
2025-11-05,SX7P Index,50,1Y,0.232422
2025-11-06,SX7P Index,50,1Y,0.238445
2025-11-07,SX7P Index,50,1Y,0.236585
2025-11-10,SX7P Index,50,1Y,0.237113
2025-11-11,SX7P Index,50,1Y,0.235506
2025-11-12,SX7P Index,50,1Y,0.228444
2025-11-13,SX7P Index,50,1Y,0.229356
2025-11-14,SX7P Index,50,1Y,0.236675
2025-11-17,SX7P Index,50,1Y,0.234283
2025-11-18,SX7P Index,50,1Y,0.230935
2025-11-19,SX7P Index,50,1Y,0.231689
2025-11-20,SX7P Index,50,1Y,0.232054
2025-11-21,SX7P Index,50,1Y,0.239143
2025-11-24,SX7P Index,50,1Y,0.232601
2025-11-25,SX7P Index,50,1Y,0.235432
2025-11-26,SX7P Index,50,1Y,0.228875
2025-11-27,SX7P Index,50,1Y,0.228725
2025-11-28,SX7P Index,50,1Y,0.229843
2025-12-01,SX7P Index,50,1Y,0.221482
2025-12-02,SX7P Index,50,1Y,0.220566
2025-12-03,SX7P Index,50,1Y,0.233051
2025-12-04,SX7P Index,50,1Y,0.223326
2025-12-05,SX7P Index,50,1Y,0.220598
2025-12-08,SX7P Index,50,1Y,0.224185
2025-12-09,SX7P Index,50,1Y,0.226762
2025-12-10,SX7P Index,50,1Y,0.221725
2025-12-11,SX7P Index,50,1Y,0.226688
2025-12-12,SX7P Index,50,1Y,0.217456
2025-12-15,SX7P Index,50,1Y,0.219079
2025-12-16,SX7P Index,50,1Y,0.21514
2025-12-17,SX7P Index,50,1Y,0.21754
2025-12-18,SX7P Index,50,1Y,0.231617
2025-12-19,SX7P Index,50,1Y,0.207992
2025-12-22,SX7P Index,50,1Y,0.222463
2025-12-23,SX7P Index,50,1Y,0.206252
2025-12-24,SX7P Index,50,1Y,0.212356
2025-12-25,SX7P Index,50,1Y,0.214942
2025-12-26,SX7P Index,50,1Y,0.214051
2025-12-29,SX7P Index,50,1Y,0.20936
2025-12-30,SX7P Index,50,1Y,0.197026
2025-12-31,SX7P Index,50,1Y,0.206023
