date,ticker,delta,tenor,implied_vol
2025-03-10,ACA FP Equity,50,1Y,0.259118
2025-03-11,ACA FP Equity,50,1Y,0.253719
2025-03-12,ACA FP Equity,50,1Y,0.253635
2025-03-13,ACA FP Equity,50,1Y,0.251049
2025-03-14,ACA FP Equity,50,1Y,0.255209
2025-03-17,ACA FP Equity,50,1Y,0.259784
2025-03-18,ACA FP Equity,50,1Y,0.253616
2025-03-19,ACA FP Equity,50,1Y,0.254792
2025-03-20,ACA FP Equity,50,1Y,0.250742
2025-03-21,ACA FP Equity,50,1Y,0.25618
2025-03-24,ACA FP Equity,50,1Y,0.256914
2025-03-25,ACA FP Equity,50,1Y,0.264586
2025-03-26,ACA FP Equity,50,1Y,0.251831
2025-03-27,ACA FP Equity,50,1Y,0.255026
2025-03-28,ACA FP Equity,50,1Y,0.254546
2025-03-31,ACA FP Equity,50,1Y,0.247092
2025-04-01,ACA FP Equity,50,1Y,0.255967
2025-04-02,ACA FP Equity,50,1Y,0.251198
2025-04-03,ACA FP Equity,50,1Y,0.242154
2025-04-04,ACA FP Equity,50,1Y,0.257246
2025-04-07,ACA FP Equity,50,1Y,0.256647
2025-04-08,ACA FP Equity,50,1Y,0.256341
2025-04-09,ACA FP Equity,50,1Y,0.24809
2025-04-10,ACA FP Equity,50,1Y,0.25967
2025-04-11,ACA FP Equity,50,1Y,0.258282
2025-04-14,ACA FP Equity,50,1Y,0.257558
2025-04-15,ACA FP Equity,50,1Y,0.256467
2025-04-16,ACA FP Equity,50,1Y,0.254332
2025-04-17,ACA FP Equity,50,1Y,0.25753
2025-04-18,ACA FP Equity,50,1Y,0.25056
2025-04-21,ACA FP Equity,50,1Y,0.253307
2025-04-22,ACA FP Equity,50,1Y,0.251506
2025-04-23,ACA FP Equity,50,1Y,0.255961
2025-04-24,ACA FP Equity,50,1Y,0.258041
2025-04-25,ACA FP Equity,50,1Y,0.253206
2025-04-28,ACA FP Equity,50,1Y,0.251812
2025-04-29,ACA FP Equity,50,1Y,0.253678
2025-04-30,ACA FP Equity,50,1Y,0.25282
2025-05-01,ACA FP Equity,50,1Y,0.251422
2025-05-02,ACA FP Equity,50,1Y,0.249187
2025-05-05,ACA FP Equity,50,1Y,0.251636
2025-05-06,ACA FP Equity,50,1Y,0.253363
2025-05-07,ACA FP Equity,50,1Y,0.252354
2025-05-08,ACA FP Equity,50,1Y,0.251758
2025-05-09,ACA FP Equity,50,1Y,0.260948
2025-05-12,ACA FP Equity,50,1Y,0.259402
2025-05-13,ACA FP Equity,50,1Y,0.256242
2025-05-14,ACA FP Equity,50,1Y,0.251091
2025-05-15,ACA FP Equity,50,1Y,0.263898
2025-05-16,ACA FP Equity,50,1Y,0.256108
2025-05-19,ACA FP Equity,50,1Y,0.251131
2025-05-20,ACA FP Equity,50,1Y,0.257696
2025-05-21,ACA FP Equity,50,1Y,0.262853
2025-05-22,ACA FP Equity,50,1Y,0.258444
2025-05-23,ACA FP Equity,50,1Y,0.253864
2025-05-26,ACA FP Equity,50,1Y,0.259972
2025-05-27,ACA FP Equity,50,1Y,0.255164
2025-05-28,ACA FP Equity,50,1Y,0.256146
2025-05-29,ACA FP Equity,50,1Y,0.248979
2025-05-30,ACA FP Equity,50,1Y,0.260691
2025-06-02,ACA FP Equity,50,1Y,0.252442
2025-06-03,ACA FP Equity,50,1Y,0.250905
2025-06-04,ACA FP Equity,50,1Y,0.254645
2025-06-05,ACA FP Equity,50,1Y,0.258409
2025-06-06,ACA FP Equity,50,1Y,0.248685
2025-06-09,ACA FP Equity,50,1Y,0.253949
2025-06-10,ACA FP Equity,50,1Y,0.244734
2025-06-11,ACA FP Equity,50,1Y,0.253175
2025-06-12,ACA FP Equity,50,1Y,0.255459
2025-06-13,ACA FP Equity,50,1Y,0.252737
2025-06-16,ACA FP Equity,50,1Y,0.251983
2025-06-17,ACA FP Equity,50,1Y,0.25297
2025-06-18,ACA FP Equity,50,1Y,0.249396
2025-06-19,ACA FP Equity,50,1Y,0.255518
2025-06-20,ACA FP Equity,50,1Y,0.261634
2025-06-23,ACA FP Equity,50,1Y,0.245245
2025-06-24,ACA FP Equity,50,1Y,0.257474
2025-06-25,ACA FP Equity,50,1Y,0.252974
2025-06-26,ACA FP Equity,50,1Y,0.254417
2025-06-27,ACA FP Equity,50,1Y,0.253969
2025-06-30,ACA FP Equity,50,1Y,0.256908
2025-07-01,ACA FP Equity,50,1Y,0.253048
2025-07-02,ACA FP Equity,50,1Y,0.258496
2025-07-03,ACA FP Equity,50,1Y,0.254699
2025-07-04,ACA FP Equity,50,1Y,0.253091
2025-07-07,ACA FP Equity,50,1Y,0.254401
2025-07-08,ACA FP Equity,50,1Y,0.257254
2025-07-09,ACA FP Equity,50,1Y,0.250424
2025-07-10,ACA FP Equity,50,1Y,0.257687
2025-07-11,ACA FP Equity,50,1Y,0.252504
2025-07-14,ACA FP Equity,50,1Y,0.251431
2025-07-15,ACA FP Equity,50,1Y,0.256454
2025-07-16,ACA FP Equity,50,1Y,0.259909
2025-07-17,ACA FP Equity,50,1Y,0.251554
2025-07-18,ACA FP Equity,50,1Y,0.249658
2025-07-21,ACA FP Equity,50,1Y,0.26044
2025-07-22,ACA FP Equity,50,1Y,0.260967
2025-07-23,ACA FP Equity,50,1Y,0.250199
2025-07-24,ACA FP Equity,50,1Y,0.251385
2025-07-25,ACA FP Equity,50,1Y,0.252758
2025-07-28,ACA FP Equity,50,1Y,0.250579
2025-07-29,ACA FP Equity,50,1Y,0.24793
2025-07-30,ACA FP Equity,50,1Y,0.25241
2025-07-31,ACA FP Equity,50,1Y,0.247563
2025-08-01,ACA FP Equity,50,1Y,0.248753
2025-08-04,ACA FP Equity,50,1Y,0.258131
2025-08-05,ACA FP Equity,50,1Y,0.247589
2025-08-06,ACA FP Equity,50,1Y,0.253911
2025-08-07,ACA FP Equity,50,1Y,0.253842
2025-08-08,ACA FP Equity,50,1Y,0.258303
2025-08-11,ACA FP Equity,50,1Y,0.253346
2025-08-12,ACA FP Equity,50,1Y,0.25681
2025-08-13,ACA FP Equity,50,1Y,0.250611
2025-08-14,ACA FP Equity,50,1Y,0.263372
2025-08-15,ACA FP Equity,50,1Y,0.255229
2025-08-18,ACA FP Equity,50,1Y,0.251454
2025-08-19,ACA FP Equity,50,1Y,0.255727
2025-08-20,ACA FP Equity,50,1Y,0.258016
2025-08-21,ACA FP Equity,50,1Y,0.254314
2025-08-22,ACA FP Equity,50,1Y,0.264889
2025-08-25,ACA FP Equity,50,1Y,0.259781
2025-08-26,ACA FP Equity,50,1Y,0.248033
2025-08-27,ACA FP Equity,50,1Y,0.254842
2025-08-28,ACA FP Equity,50,1Y,0.248862
2025-08-29,ACA FP Equity,50,1Y,0.254076
2025-09-01,ACA FP Equity,50,1Y,0.254233
2025-09-02,ACA FP Equity,50,1Y,0.264998
2025-09-03,ACA FP Equity,50,1Y,0.255702
2025-09-04,ACA FP Equity,50,1Y,0.246398
2025-09-05,ACA FP Equity,50,1Y,0.253857
2025-09-08,ACA FP Equity,50,1Y,0.254073
2025-09-09,ACA FP Equity,50,1Y,0.247378
2025-09-10,ACA FP Equity,50,1Y,0.251137
2025-09-11,ACA FP Equity,50,1Y,0.251729
2025-09-12,ACA FP Equity,50,1Y,0.254546
2025-09-15,ACA FP Equity,50,1Y,0.252261
2025-09-16,ACA FP Equity,50,1Y,0.249526
2025-09-17,ACA FP Equity,50,1Y,0.256034
2025-09-18,ACA FP Equity,50,1Y,0.25153
2025-09-19,ACA FP Equity,50,1Y,0.253765
2025-09-22,ACA FP Equity,50,1Y,0.250542
2025-09-23,ACA FP Equity,50,1Y,0.250714
2025-09-24,ACA FP Equity,50,1Y,0.256807
2025-09-25,ACA FP Equity,50,1Y,0.250091
2025-09-26,ACA FP Equity,50,1Y,0.255583
2025-09-29,ACA FP Equity,50,1Y,0.25821
2025-09-30,ACA FP Equity,50,1Y,0.249252
2025-10-01,ACA FP Equity,50,1Y,0.255824
2025-10-02,ACA FP Equity,50,1Y,0.251329
2025-10-03,ACA FP Equity,50,1Y,0.260325
2025-10-06,ACA FP Equity,50,1Y,0.259182
2025-10-07,ACA FP Equity,50,1Y,0.257143
2025-10-08,ACA FP Equity,50,1Y,0.248675
2025-10-09,ACA FP Equity,50,1Y,0.25152
2025-10-10,ACA FP Equity,50,1Y,0.258727
2025-10-13,ACA FP Equity,50,1Y,0.262395
2025-10-14,ACA FP Equity,50,1Y,0.255413
2025-10-15,ACA FP Equity,50,1Y,0.264327
2025-10-16,ACA FP Equity,50,1Y,0.25376
2025-10-17,ACA FP Equity,50,1Y,0.256081
2025-10-20,ACA FP Equity,50,1Y,0.257
2025-10-21,ACA FP Equity,50,1Y,0.256301
2025-10-22,ACA FP Equity,50,1Y,0.249522
2025-10-23,ACA FP Equity,50,1Y,0.254094
2025-10-24,ACA FP Equity,50,1Y,0.260652
2025-10-27,ACA FP Equity,50,1Y,0.252007
2025-10-28,ACA FP Equity,50,1Y,0.253626
2025-10-29,ACA FP Equity,50,1Y,0.25303
2025-10-30,ACA FP Equity,50,1Y,0.247856
2025-10-31,ACA FP Equity,50,1Y,0.243658
2025-11-03,ACA FP Equity,50,1Y,0.254911
2025-11-04,ACA FP Equity,50,1Y,0.25682
2025-11-05,ACA FP Equity,50,1Y,0.254282
2025-11-06,ACA FP Equity,50,1Y,0.260793
2025-11-07,ACA FP Equity,50,1Y,0.254894
2025-11-10,ACA FP Equity,50,1Y,0.254914
2025-11-11,ACA FP Equity,50,1Y,0.253436
2025-11-12,ACA FP Equity,50,1Y,0.24791
2025-11-13,ACA FP Equity,50,1Y,0.250404
2025-11-14,ACA FP Equity,50,1Y,0.25719
2025-11-17,ACA FP Equity,50,1Y,0.254468
2025-11-18,ACA FP Equity,50,1Y,0.253794
2025-11-19,ACA FP Equity,50,1Y,0.261255
2025-11-20,ACA FP Equity,50,1Y,0.254856
2025-11-21,ACA FP Equity,50,1Y,0.258792
2025-11-24,ACA FP Equity,50,1Y,0.256191
2025-11-25,ACA FP Equity,50,1Y,0.255609
2025-11-26,ACA FP Equity,50,1Y,0.263943
2025-11-27,ACA FP Equity,50,1Y,0.255601
2025-11-28,ACA FP Equity,50,1Y,0.265396
2025-12-01,ACA FP Equity,50,1Y,0.247961
2025-12-02,ACA FP Equity,50,1Y,0.251431
2025-12-03,ACA FP Equity,50,1Y,0.25179
2025-12-04,ACA FP Equity,50,1Y,0.251574
2025-12-05,ACA FP Equity,50,1Y,0.254992
2025-12-08,ACA FP Equity,50,1Y,0.259146
2025-12-09,ACA FP Equity,50,1Y,0.251491
2025-12-10,ACA FP Equity,50,1Y,0.252733
2025-12-11,ACA FP Equity,50,1Y,0.253314
2025-12-12,ACA FP Equity,50,1Y,0.247466
2025-12-15,ACA FP Equity,50,1Y,0.255953
2025-12-16,ACA FP Equity,50,1Y,0.253574
2025-12-17,ACA FP Equity,50,1Y,0.252126
2025-12-18,ACA FP Equity,50,1Y,0.263571
2025-12-19,ACA FP Equity,50,1Y,0.254191
2025-12-22,ACA FP Equity,50,1Y,0.253816
2025-12-23,ACA FP Equity,50,1Y,0.246955
2025-12-24,ACA FP Equity,50,1Y,0.252462
2025-12-25,ACA FP Equity,50,1Y,0.261428
2025-12-26,ACA FP Equity,50,1Y,0.249016
2025-12-29,ACA FP Equity,50,1Y,0.261462
2025-12-30,ACA FP Equity,50,1Y,0.253401
2025-12-31,ACA FP Equity,50,1Y,0.250311
