date,ticker,delta,tenor,implied_vol
2025-04-25,BBVA SM Equity,50,1Y,0.246945
2025-04-28,BBVA SM Equity,50,1Y,0.247281
2025-04-29,BBVA SM Equity,50,1Y,0.245928
2025-04-30,BBVA SM Equity,50,1Y,0.244897
2025-05-01,BBVA SM Equity,50,1Y,0.248076
2025-05-02,BBVA SM Equity,50,1Y,0.245897
2025-05-05,BBVA SM Equity,50,1Y,0.244492
2025-05-06,BBVA SM Equity,50,1Y,0.252616
2025-05-07,BBVA SM Equity,50,1Y,0.247871
2025-05-08,BBVA SM Equity,50,1Y,0.243658
2025-05-09,BBVA SM Equity,50,1Y,0.242318
2025-05-12,BBVA SM Equity,50,1Y,0.245497
2025-05-13,BBVA SM Equity,50,1Y,0.248943
2025-05-14,BBVA SM Equity,50,1Y,0.24185
2025-05-15,BBVA SM Equity,50,1Y,0.237393
2025-05-16,BBVA SM Equity,50,1Y,0.238019
2025-05-19,BBVA SM Equity,50,1Y,0.246951
2025-05-20,BBVA SM Equity,50,1Y,0.2503
2025-05-21,BBVA SM Equity,50,1Y,0.25066
2025-05-22,BBVA SM Equity,50,1Y,0.237908
2025-05-23,BBVA SM Equity,50,1Y,0.248118
2025-05-26,BBVA SM Equity,50,1Y,0.241057
2025-05-27,BBVA SM Equity,50,1Y,0.24999
2025-05-28,BBVA SM Equity,50,1Y,0.245195
2025-05-29,BBVA SM Equity,50,1Y,0.243861
2025-05-30,BBVA SM Equity,50,1Y,0.238515
2025-06-02,BBVA SM Equity,50,1Y,0.235137
2025-06-03,BBVA SM Equity,50,1Y,0.237284
2025-06-04,BBVA SM Equity,50,1Y,0.235726
2025-06-05,BBVA SM Equity,50,1Y,0.24742
2025-06-06,BBVA SM Equity,50,1Y,
2025-06-09,BBVA SM Equity,50,1Y,0.250229
2025-06-10,BBVA SM Equity,50,1Y,0.244209
2025-06-11,BBVA SM Equity,50,1Y,0.237707
2025-06-12,BBVA SM Equity,50,1Y,0.247456
2025-06-13,BBVA SM Equity,50,1Y,0.242267
2025-06-16,BBVA SM Equity,50,1Y,0.245944
2025-06-17,BBVA SM Equity,50,1Y,0.24771
2025-06-18,BBVA SM Equity,50,1Y,0.238401
2025-06-19,BBVA SM Equity,50,1Y,0.24257
2025-06-20,BBVA SM Equity,50,1Y,0.242683
2025-06-23,BBVA SM Equity,50,1Y,0.24336
2025-06-24,BBVA SM Equity,50,1Y,0.250952
2025-06-25,BBVA SM Equity,50,1Y,0.252387
2025-06-26,BBVA SM Equity,50,1Y,0.24028
2025-06-27,BBVA SM Equity,50,1Y,0.247277
2025-06-30,BBVA SM Equity,50,1Y,0.236395
2025-07-01,BBVA SM Equity,50,1Y,0.249169
2025-07-02,BBVA SM Equity,50,1Y,0.242596
2025-07-03,BBVA SM Equity,50,1Y,0.237088
2025-07-04,BBVA SM Equity,50,1Y,0.246523
2025-07-07,BBVA SM Equity,50,1Y,0.24402
2025-07-08,BBVA SM Equity,50,1Y,0.245397
2025-07-09,BBVA SM Equity,50,1Y,0.243874
2025-07-10,BBVA SM Equity,50,1Y,0.245045
2025-07-11,BBVA SM Equity,50,1Y,0.244357
2025-07-14,BBVA SM Equity,50,1Y,0.235909
2025-07-15,BBVA SM Equity,50,1Y,0.241143
2025-07-16,BBVA SM Equity,50,1Y,0.253083
2025-07-17,BBVA SM Equity,50,1Y,0.246496
2025-07-18,BBVA SM Equity,50,1Y,0.247217
2025-07-21,BBVA SM Equity,50,1Y,0.240128
2025-07-22,BBVA SM Equity,50,1Y,0.238196
2025-07-23,BBVA SM Equity,50,1Y,0.242218
2025-07-24,BBVA SM Equity,50,1Y,0.247119
2025-07-25,BBVA SM Equity,50,1Y,0.243976
2025-07-28,BBVA SM Equity,50,1Y,0.242848
2025-07-29,BBVA SM Equity,50,1Y,
2025-07-30,BBVA SM Equity,50,1Y,0.247407
2025-07-31,BBVA SM Equity,50,1Y,0.23949
2025-08-01,BBVA SM Equity,50,1Y,0.237998
2025-08-04,BBVA SM Equity,50,1Y,0.239648
2025-08-05,BBVA SM Equity,50,1Y,0.245843
2025-08-06,BBVA SM Equity,50,1Y,0.245173
2025-08-07,BBVA SM Equity,50,1Y,0.243845
2025-08-08,BBVA SM Equity,50,1Y,0.245089
2025-08-11,BBVA SM Equity,50,1Y,0.241429
2025-08-12,BBVA SM Equity,50,1Y,0.24798
2025-08-13,BBVA SM Equity,50,1Y,0.244235
2025-08-14,BBVA SM Equity,50,1Y,0.243463
2025-08-15,BBVA SM Equity,50,1Y,0.242053
2025-08-18,BBVA SM Equity,50,1Y,0.250208
2025-08-19,BBVA SM Equity,50,1Y,0.247611
2025-08-20,BBVA SM Equity,50,1Y,0.239886
2025-08-21,BBVA SM Equity,50,1Y,0.2364
2025-08-22,BBVA SM Equity,50,1Y,0.24667
2025-08-25,BBVA SM Equity,50,1Y,0.245853
2025-08-26,BBVA SM Equity,50,1Y,0.241846
2025-08-27,BBVA SM Equity,50,1Y,0.241847
2025-08-28,BBVA SM Equity,50,1Y,0.240508
2025-08-29,BBVA SM Equity,50,1Y,0.247072
2025-09-01,BBVA SM Equity,50,1Y,0.241926
2025-09-02,BBVA SM Equity,50,1Y,0.242564
2025-09-03,BBVA SM Equity,50,1Y,0.243503
2025-09-04,BBVA SM Equity,50,1Y,0.242565
2025-09-05,BBVA SM Equity,50,1Y,0.246728
2025-09-08,BBVA SM Equity,50,1Y,0.238673
2025-09-09,BBVA SM Equity,50,1Y,0.24093
2025-09-10,BBVA SM Equity,50,1Y,0.240566
2025-09-11,BBVA SM Equity,50,1Y,0.248982
2025-09-12,BBVA SM Equity,50,1Y,0.243391
2025-09-15,BBVA SM Equity,50,1Y,0.248428
2025-09-16,BBVA SM Equity,50,1Y,0.242395
2025-09-17,BBVA SM Equity,50,1Y,0.240148
2025-09-18,BBVA SM Equity,50,1Y,
2025-09-19,BBVA SM Equity,50,1Y,0.244323
2025-09-22,BBVA SM Equity,50,1Y,0.250484
2025-09-23,BBVA SM Equity,50,1Y,0.243326
2025-09-24,BBVA SM Equity,50,1Y,0.246549
2025-09-25,BBVA SM Equity,50,1Y,0.248734
2025-09-26,BBVA SM Equity,50,1Y,0.244746
2025-09-29,BBVA SM Equity,50,1Y,0.246907
2025-09-30,BBVA SM Equity,50,1Y,0.245164
2025-10-01,BBVA SM Equity,50,1Y,0.24477
2025-10-02,BBVA SM Equity,50,1Y,0.244834
2025-10-03,BBVA SM Equity,50,1Y,0.245252
2025-10-06,BBVA SM Equity,50,1Y,0.244473
2025-10-07,BBVA SM Equity,50,1Y,0.239287
2025-10-08,BBVA SM Equity,50,1Y,0.246908
2025-10-09,BBVA SM Equity,50,1Y,0.241748
2025-10-10,BBVA SM Equity,50,1Y,0.247516
2025-10-13,BBVA SM Equity,50,1Y,0.23346
2025-10-14,BBVA SM Equity,50,1Y,0.242622
2025-10-15,BBVA SM Equity,50,1Y,0.256813
2025-10-16,BBVA SM Equity,50,1Y,0.246466
2025-10-17,BBVA SM Equity,50,1Y,0.239514
2025-10-20,BBVA SM Equity,50,1Y,0.246335
2025-10-21,BBVA SM Equity,50,1Y,0.248312
2025-10-22,BBVA SM Equity,50,1Y,0.24533
2025-10-23,BBVA SM Equity,50,1Y,0.244491
2025-10-24,BBVA SM Equity,50,1Y,0.246033
2025-10-27,BBVA SM Equity,50,1Y,0.244799
2025-10-28,BBVA SM Equity,50,1Y,0.261819
2025-10-29,BBVA SM Equity,50,1Y,0.243855
2025-10-30,BBVA SM Equity,50,1Y,0.238673
2025-10-31,BBVA SM Equity,50,1Y,0.240095
2025-11-03,BBVA SM Equity,50,1Y,0.245977
2025-11-04,BBVA SM Equity,50,1Y,0.2487
2025-11-05,BBVA SM Equity,50,1Y,0.248524
2025-11-06,BBVA SM Equity,50,1Y,0.241327
2025-11-07,BBVA SM Equity,50,1Y,0.240242
2025-11-10,BBVA SM Equity,50,1Y,0.248122
2025-11-11,BBVA SM Equity,50,1Y,0.242124
2025-11-12,BBVA SM Equity,50,1Y,0.244254
2025-11-13,BBVA SM Equity,50,1Y,0.2382
2025-11-14,BBVA SM Equity,50,1Y,0.241412
2025-11-17,BBVA SM Equity,50,1Y,0.241405
2025-11-18,BBVA SM Equity,50,1Y,0.245928
2025-11-19,BBVA SM Equity,50,1Y,0.237533
2025-11-20,BBVA SM Equity,50,1Y,0.241924
2025-11-21,BBVA SM Equity,50,1Y,0.24899
2025-11-24,BBVA SM Equity,50,1Y,0.239035
2025-11-25,BBVA SM Equity,50,1Y,0.238929
2025-11-26,BBVA SM Equity,50,1Y,0.245531
2025-11-27,BBVA SM Equity,50,1Y,0.248749
2025-11-28,BBVA SM Equity,50,1Y,0.23606
2025-12-01,BBVA SM Equity,50,1Y,0.239838
2025-12-02,BBVA SM Equity,50,1Y,0.233656
2025-12-03,BBVA SM Equity,50,1Y,0.244472
2025-12-04,BBVA SM Equity,50,1Y,0.247669
2025-12-05,BBVA SM Equity,50,1Y,0.242675
2025-12-08,BBVA SM Equity,50,1Y,0.241739
2025-12-09,BBVA SM Equity,50,1Y,0.237748
2025-12-10,BBVA SM Equity,50,1Y,0.251351
2025-12-11,BBVA SM Equity,50,1Y,0.248222
2025-12-12,BBVA SM Equity,50,1Y,0.24505
2025-12-15,BBVA SM Equity,50,1Y,0.243481
2025-12-16,BBVA SM Equity,50,1Y,0.238231
2025-12-17,BBVA SM Equity,50,1Y,0.253297
2025-12-18,BBVA SM Equity,50,1Y,0.25452
2025-12-19,BBVA SM Equity,50,1Y,0.245952
2025-12-22,BBVA SM Equity,50,1Y,0.247161
2025-12-23,BBVA SM Equity,50,1Y,0.2362
2025-12-24,BBVA SM Equity,50,1Y,0.247785
2025-12-25,BBVA SM Equity,50,1Y,0.246401
2025-12-26,BBVA SM Equity,50,1Y,0.247121
2025-12-29,BBVA SM Equity,50,1Y,0.238161
2025-12-30,BBVA SM Equity,50,1Y,0.242853
2025-12-31,BBVA SM Equity,50,1Y,0.237586
