date,ticker,delta,tenor,implied_vol
2025-07-10,DBK GY Equity,50,1Y,0.31431
2025-07-11,DBK GY Equity,50,1Y,0.3106
2025-07-14,DBK GY Equity,50,1Y,0.310447
2025-07-15,DBK GY Equity,50,1Y,0.314548
2025-07-16,DBK GY Equity,50,1Y,0.314089
2025-07-17,DBK GY Equity,50,1Y,0.31561
2025-07-18,DBK GY Equity,50,1Y,0.316308
2025-07-21,DBK GY Equity,50,1Y,0.31612
2025-07-22,DBK GY Equity,50,1Y,0.315801
2025-07-23,DBK GY Equity,50,1Y,0.318772
2025-07-24,DBK GY Equity,50,1Y,0.31854
2025-07-25,DBK GY Equity,50,1Y,0.318273
2025-07-28,DBK GY Equity,50,1Y,0.310887
2025-07-29,DBK GY Equity,50,1Y,0.317403
2025-07-30,DBK GY Equity,50,1Y,0.315468
2025-07-31,DBK GY Equity,50,1Y,0.318281
2025-08-01,DBK GY Equity,50,1Y,0.314326
2025-08-04,DBK GY Equity,50,1Y,0.315715
2025-08-05,DBK GY Equity,50,1Y,0.314715
2025-08-06,DBK GY Equity,50,1Y,0.316613
2025-08-07,DBK GY Equity,50,1Y,0.311078
2025-08-08,DBK GY Equity,50,1Y,0.308095
2025-08-11,DBK GY Equity,50,1Y,0.319721
2025-08-12,DBK GY Equity,50,1Y,0.320551
2025-08-13,DBK GY Equity,50,1Y,0.310255
2025-08-14,DBK GY Equity,50,1Y,0.315181
2025-08-15,DBK GY Equity,50,1Y,0.309517
2025-08-18,DBK GY Equity,50,1Y,0.326146
2025-08-19,DBK GY Equity,50,1Y,0.321675
2025-08-20,DBK GY Equity,50,1Y,0.305103
2025-08-21,DBK GY Equity,50,1Y,0.315919
2025-08-22,DBK GY Equity,50,1Y,0.315579
2025-08-25,DBK GY Equity,50,1Y,0.322703
2025-08-26,DBK GY Equity,50,1Y,0.307763
2025-08-27,DBK GY Equity,50,1Y,0.304497
2025-08-28,DBK GY Equity,50,1Y,0.315942
2025-08-29,DBK GY Equity,50,1Y,0.310487
2025-09-01,DBK GY Equity,50,1Y,0.311581
2025-09-02,DBK GY Equity,50,1Y,0.303479
2025-09-03,DBK GY Equity,50,1Y,0.318964
2025-09-04,DBK GY Equity,50,1Y,0.323252
2025-09-05,DBK GY Equity,50,1Y,0.309813
2025-09-08,DBK GY Equity,50,1Y,0.317231
2025-09-09,DBK GY Equity,50,1Y,0.310524
2025-09-10,DBK GY Equity,50,1Y,0.319649
2025-09-11,DBK GY Equity,50,1Y,0.313705
2025-09-12,DBK GY Equity,50,1Y,0.31312
2025-09-15,DBK GY Equity,50,1Y,0.32023
2025-09-16,DBK GY Equity,50,1Y,0.315136
2025-09-17,DBK GY Equity,50,1Y,0.311222
2025-09-18,DBK GY Equity,50,1Y,0.31725
2025-09-19,DBK GY Equity,50,1Y,0.313687
2025-09-22,DBK GY Equity,50,1Y,0.307947
2025-09-23,DBK GY Equity,50,1Y,0.32071
2025-09-24,DBK GY Equity,50,1Y,0.310707
2025-09-25,DBK GY Equity,50,1Y,0.31306
2025-09-26,DBK GY Equity,50,1Y,0.317199
2025-09-29,DBK GY Equity,50,1Y,0.309469
2025-09-30,DBK GY Equity,50,1Y,0.305212
2025-10-01,DBK GY Equity,50,1Y,0.310734
2025-10-02,DBK GY Equity,50,1Y,0.313122
2025-10-03,DBK GY Equity,50,1Y,0.314205
2025-10-06,DBK GY Equity,50,1Y,0.318466
2025-10-07,DBK GY Equity,50,1Y,0.31186
2025-10-08,DBK GY Equity,50,1Y,0.317526
2025-10-09,DBK GY Equity,50,1Y,0.317453
2025-10-10,DBK GY Equity,50,1Y,0.309132
2025-10-13,DBK GY Equity,50,1Y,0.313153
2025-10-14,DBK GY Equity,50,1Y,0.310907
2025-10-15,DBK GY Equity,50,1Y,0.321978
2025-10-16,DBK GY Equity,50,1Y,0.318873
2025-10-17,DBK GY Equity,50,1Y,0.315495
2025-10-20,DBK GY Equity,50,1Y,0.313409
2025-10-21,DBK GY Equity,50,1Y,0.317152
2025-10-22,DBK GY Equity,50,1Y,0.311345
2025-10-23,DBK GY Equity,50,1Y,0.313765
2025-10-24,DBK GY Equity,50,1Y,0.313007
2025-10-27,DBK GY Equity,50,1Y,0.313555
2025-10-28,DBK GY Equity,50,1Y,0.322316
2025-10-29,DBK GY Equity,50,1Y,0.315601
2025-10-30,DBK GY Equity,50,1Y,0.308261
2025-10-31,DBK GY Equity,50,1Y,0.317962
2025-11-03,DBK GY Equity,50,1Y,0.311918
2025-11-04,DBK GY Equity,50,1Y,0.313924
2025-11-05,DBK GY Equity,50,1Y,0.317094
2025-11-06,DBK GY Equity,50,1Y,0.309295
2025-11-07,DBK GY Equity,50,1Y,0.31323
2025-11-10,DBK GY Equity,50,1Y,0.317616
2025-11-11,DBK GY Equity,50,1Y,0.318502
2025-11-12,DBK GY Equity,50,1Y,0.317864
2025-11-13,DBK GY Equity,50,1Y,0.311324
2025-11-14,DBK GY Equity,50,1Y,0.321567
2025-11-17,DBK GY Equity,50,1Y,0.312521
2025-11-18,DBK GY Equity,50,1Y,0.315407
2025-11-19,DBK GY Equity,50,1Y,0.316714
2025-11-20,DBK GY Equity,50,1Y,0.313164
2025-11-21,DBK GY Equity,50,1Y,0.330297
2025-11-24,DBK GY Equity,50,1Y,0.312546
2025-11-25,DBK GY Equity,50,1Y,0.310619
2025-11-26,DBK GY Equity,50,1Y,0.32313
2025-11-27,DBK GY Equity,50,1Y,0.315718
2025-11-28,DBK GY Equity,50,1Y,0.312661
2025-12-01,DBK GY Equity,50,1Y,0.299107
2025-12-02,DBK GY Equity,50,1Y,0.314432
2025-12-03,DBK GY Equity,50,1Y,0.318691
2025-12-04,DBK GY Equity,50,1Y,0.315949
2025-12-05,DBK GY Equity,50,1Y,0.31794
2025-12-08,DBK GY Equity,50,1Y,0.318967
2025-12-09,DBK GY Equity,50,1Y,0.312764
2025-12-10,DBK GY Equity,50,1Y,0.314741
2025-12-11,DBK GY Equity,50,1Y,0.313337
2025-12-12,DBK GY Equity,50,1Y,0.309138
2025-12-15,DBK GY Equity,50,1Y,0.322214
2025-12-16,DBK GY Equity,50,1Y,0.314334
2025-12-17,DBK GY Equity,50,1Y,0.312664
2025-12-18,DBK GY Equity,50,1Y,0.324846
2025-12-19,DBK GY Equity,50,1Y,0.311605
2025-12-22,DBK GY Equity,50,1Y,0.313072
2025-12-23,DBK GY Equity,50,1Y,0.313681
2025-12-24,DBK GY Equity,50,1Y,0.316097
2025-12-25,DBK GY Equity,50,1Y,0.307619
2025-12-26,DBK GY Equity,50,1Y,0.310344
2025-12-29,DBK GY Equity,50,1Y,0.320899
2025-12-30,DBK GY Equity,50,1Y,0.306553
2025-12-31,DBK GY Equity,50,1Y,0.312147
