date,ticker,delta,tenor,implied_vol
2025-09-05,UCG IM Equity,50,1Y,0.338115
2025-09-08,UCG IM Equity,50,1Y,0.330574
2025-09-09,UCG IM Equity,50,1Y,0.332708
2025-09-10,UCG IM Equity,50,1Y,0.327467
2025-09-11,UCG IM Equity,50,1Y,0.329244
2025-09-12,UCG IM Equity,50,1Y,0.334099
2025-09-15,UCG IM Equity,50,1Y,0.333438
2025-09-16,UCG IM Equity,50,1Y,0.328685
2025-09-17,UCG IM Equity,50,1Y,0.338544
2025-09-18,UCG IM Equity,50,1Y,0.331234
2025-09-19,UCG IM Equity,50,1Y,0.331285
2025-09-22,UCG IM Equity,50,1Y,0.339391
2025-09-23,UCG IM Equity,50,1Y,0.33094
2025-09-24,UCG IM Equity,50,1Y,0.335071
2025-09-25,UCG IM Equity,50,1Y,0.338836
2025-09-26,UCG IM Equity,50,1Y,0.337357
2025-09-29,UCG IM Equity,50,1Y,0.334751
2025-09-30,UCG IM Equity,50,1Y,0.328749
2025-10-01,UCG IM Equity,50,1Y,0.335829
2025-10-02,UCG IM Equity,50,1Y,0.342666
2025-10-03,UCG IM Equity,50,1Y,0.326702
2025-10-06,UCG IM Equity,50,1Y,0.33474
2025-10-07,UCG IM Equity,50,1Y,0.334938
2025-10-08,UCG IM Equity,50,1Y,0.333314
2025-10-09,UCG IM Equity,50,1Y,0.331171
2025-10-10,UCG IM Equity,50,1Y,0.344078
2025-10-13,UCG IM Equity,50,1Y,0.332183
2025-10-14,UCG IM Equity,50,1Y,0.341683
2025-10-15,UCG IM Equity,50,1Y,0.341347
2025-10-16,UCG IM Equity,50,1Y,0.337234
2025-10-17,UCG IM Equity,50,1Y,0.337645
2025-10-20,UCG IM Equity,50,1Y,0.340418
2025-10-21,UCG IM Equity,50,1Y,0.341312
2025-10-22,UCG IM Equity,50,1Y,0.337934
2025-10-23,UCG IM Equity,50,1Y,0.336546
2025-10-24,UCG IM Equity,50,1Y,0.337125
2025-10-27,UCG IM Equity,50,1Y,0.343544
2025-10-28,UCG IM Equity,50,1Y,0.341088
2025-10-29,UCG IM Equity,50,1Y,0.32842
2025-10-30,UCG IM Equity,50,1Y,0.328041
2025-10-31,UCG IM Equity,50,1Y,0.333715
2025-11-03,UCG IM Equity,50,1Y,0.328087
2025-11-04,UCG IM Equity,50,1Y,0.333695
2025-11-05,UCG IM Equity,50,1Y,0.331642
2025-11-06,UCG IM Equity,50,1Y,0.330926
2025-11-07,UCG IM Equity,50,1Y,0.341214
2025-11-10,UCG IM Equity,50,1Y,0.341669
2025-11-11,UCG IM Equity,50,1Y,0.333851
2025-11-12,UCG IM Equity,50,1Y,0.340703
2025-11-13,UCG IM Equity,50,1Y,0.332247
2025-11-14,UCG IM Equity,50,1Y,0.349995
2025-11-17,UCG IM Equity,50,1Y,0.337951
2025-11-18,UCG IM Equity,50,1Y,0.337177
2025-11-19,UCG IM Equity,50,1Y,0.333121
2025-11-20,UCG IM Equity,50,1Y,0.320468
2025-11-21,UCG IM Equity,50,1Y,0.333911
2025-11-24,UCG IM Equity,50,1Y,0.335141
2025-11-25,UCG IM Equity,50,1Y,0.341686
2025-11-26,UCG IM Equity,50,1Y,0.332013
2025-11-27,UCG IM Equity,50,1Y,0.343038
2025-11-28,UCG IM Equity,50,1Y,0.334868
2025-12-01,UCG IM Equity,50,1Y,0.334563
2025-12-02,UCG IM Equity,50,1Y,0.322295
2025-12-03,UCG IM Equity,50,1Y,0.336272
2025-12-04,UCG IM Equity,50,1Y,0.330202
2025-12-05,UCG IM Equity,50,1Y,0.340074
2025-12-08,UCG IM Equity,50,1Y,0.333513
2025-12-09,UCG IM Equity,50,1Y,0.327503
2025-12-10,UCG IM Equity,50,1Y,0.337932
2025-12-11,UCG IM Equity,50,1Y,0.337496
2025-12-12,UCG IM Equity,50,1Y,0.334138
2025-12-15,UCG IM Equity,50,1Y,0.342797
2025-12-16,UCG IM Equity,50,1Y,0.337652
2025-12-17,UCG IM Equity,50,1Y,0.338422
2025-12-18,UCG IM Equity,50,1Y,0.338407
2025-12-19,UCG IM Equity,50,1Y,0.32706
2025-12-22,UCG IM Equity,50,1Y,0.340824
2025-12-23,UCG IM Equity,50,1Y,0.33385
2025-12-24,UCG IM Equity,50,1Y,0.335808
2025-12-25,UCG IM Equity,50,1Y,0.332295
2025-12-26,UCG IM Equity,50,1Y,0.336183
2025-12-29,UCG IM Equity,50,1Y,0.334669
2025-12-30,UCG IM Equity,50,1Y,0.329502
2025-12-31,UCG IM Equity,50,1Y,0.32733
